age,gender,education_level,employment_status,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_amount_usd,monthly_emi_usd,debt_to_income_ratio,credit_score,savings_to_income_ratio,expense_ratio,financial_health_status
35,Male,High School,Employed,2473.56,945.62,103807.22,No,0.0,0.0,0.0,689,3.5,0.3822911107876906,Average
49,Male,High School,Employed,2599.86,1318.69,146671.65,Yes,183384.22,17694.98,6.81,751,4.7,0.5072157731570162,Average
30,Female,Master,Unemployed,643.55,566.84,26223.0,No,0.0,0.0,0.0,478,3.4,0.8808018025017482,Poor
36,Female,Other,Self-employed,3222.46,2256.06,352436.64,Yes,49650.75,577.18,0.18,358,9.11,0.7001048888116532,Poor
40,Male,High School,Employed,3331.85,1514.92,39108.57,No,0.0,0.0,0.0,501,0.98,0.4546783318576767,Poor
56,Male,Bachelor,Self-employed,3108.69,2533.17,77921.86,Yes,233143.37,2926.32,0.94,447,2.09,0.8148673557028845,Poor
28,Female,High School,Student,3878.16,2552.77,326014.35,No,0.0,0.0,0.0,670,7.01,0.6582425686407988,Average
36,Female,Master,Unemployed,7562.27,3526.63,172284.74,No,0.0,0.0,0.0,603,1.9,0.4663454227368237,Average
35,Female,Master,Employed,3420.09,1687.17,209707.74,No,0.0,0.0,0.0,748,5.11,0.4933115795198372,Average
59,Male,Bachelor,Employed,4784.5,3451.45,256522.45,No,0.0,0.0,0.0,686,4.47,0.7213815445710106,Average
58,Other,Master,Self-employed,1554.24,895.46,15494.59,Yes,290870.09,9122.86,5.87,519,0.83,0.5761401070619724,Poor
19,Female,Master,Self-employed,9933.47,3955.0,555315.2,No,0.0,0.0,0.0,619,4.66,0.3981488845287699,Average
57,Male,Bachelor,Self-employed,4987.78,2291.71,313419.18,No,0.0,0.0,0.0,532,5.24,0.4594649322945278,Poor
48,Female,Bachelor,Employed,6384.67,4878.08,415866.1,Yes,143195.85,7560.21,1.18,688,5.43,0.7640300908269338,Average
48,Female,Bachelor,Employed,4270.63,3525.25,305756.88,No,0.0,0.0,0.0,414,5.97,0.8254636903688682,Poor
19,Male,Master,Employed,2837.23,924.23,24952.77,Yes,290053.05,6411.1,2.26,845,0.73,0.3257508203423762,Average
21,Female,Bachelor,Employed,4428.59,2231.26,222616.06,No,0.0,0.0,0.0,360,4.19,0.5038307903870081,Poor
58,Male,PhD,Self-employed,4593.36,2478.65,225458.29,Yes,297120.95,7581.45,1.65,613,4.09,0.5396158803141927,Average
31,Male,Master,Self-employed,2063.62,1077.88,130944.85,Yes,186247.85,3789.96,1.84,380,5.29,0.5223248466287399,Poor
31,Male,High School,Student,7124.27,3937.76,84835.41,Yes,403240.76,4677.34,0.66,415,0.99,0.5527247002148992,Poor
47,Male,High School,Student,4610.12,2305.29,300941.69,Yes,166470.08,4987.02,1.08,459,5.44,0.5000498902414687,Poor
59,Male,Bachelor,Self-employed,500.0,192.12,51396.91,No,0.0,0.0,0.0,825,8.57,0.38424,Good
40,Female,Master,Employed,4422.53,2070.97,225140.46,No,0.0,0.0,0.0,634,4.24,0.4682772078425697,Average
19,Male,PhD,Unemployed,5676.27,4763.18,604881.15,Yes,453399.67,14157.75,2.49,846,8.88,0.8391390825313102,Poor
65,Female,Bachelor,Employed,4274.05,3385.1,259878.83,No,0.0,0.0,0.0,555,5.07,0.7920122600343935,Poor
25,Female,High School,Unemployed,2493.4,2124.87,57386.19,Yes,249820.21,2201.59,0.88,397,1.92,0.8521978021978022,Poor
53,Female,Master,Employed,7051.41,2282.28,548072.43,Yes,388614.95,3757.95,0.53,755,6.48,0.3236629269890703,Average
33,Female,Bachelor,Employed,5025.12,3580.81,438614.92,No,0.0,0.0,0.0,464,7.27,0.7125819880918267,Poor
18,Male,Bachelor,Student,4021.14,3492.25,357700.45,No,0.0,0.0,0.0,650,7.41,0.8684726221917168,Poor
18,Male,Master,Unemployed,3616.77,2563.0,334599.76,No,0.0,0.0,0.0,670,7.71,0.7086433475172599,Average
56,Male,Master,Student,5389.85,4847.38,484449.38,Yes,488561.37,5061.02,0.94,596,7.49,0.8993534142879671,Poor
43,Female,Bachelor,Employed,3558.93,2718.4,200837.12,Yes,350050.1,2167.63,0.61,486,4.7,0.7638250822578697,Poor
59,Male,High School,Employed,7261.68,2847.08,124014.85,No,0.0,0.0,0.0,652,1.42,0.3920690528913419,Average
60,Male,High School,Employed,3828.57,1839.67,425333.48,No,0.0,0.0,0.0,716,9.26,0.4805110001906717,Average
37,Male,High School,Employed,2641.32,869.63,32271.3,Yes,129415.8,1257.02,0.48,649,1.02,0.3292406826889585,Average
68,Female,Bachelor,Employed,1973.86,1758.45,67909.52,Yes,275109.29,13097.3,6.64,406,2.87,0.890868653298613,Poor
43,Female,Bachelor,Employed,6783.86,3642.22,355802.39,No,0.0,0.0,0.0,474,4.37,0.5368949241287408,Poor
27,Female,Master,Employed,5085.12,2973.87,411574.68,Yes,381279.48,34961.14,6.88,707,6.74,0.584818057390976,Average
62,Female,Master,Unemployed,500.0,346.06,25305.34,No,0.0,0.0,0.0,778,4.22,0.69212,Average
43,Female,Bachelor,Employed,1524.73,1220.46,73345.65,Yes,335147.83,3859.85,2.53,365,4.01,0.8004433571845507,Poor
60,Female,High School,Employed,4901.37,1592.83,419406.34,No,0.0,0.0,0.0,308,7.13,0.3249764861661127,Poor
47,Male,Master,Employed,3195.61,2179.48,173437.59,Yes,135706.76,945.04,0.3,809,4.52,0.6820231505096054,Average
44,Male,Bachelor,Employed,3434.04,2935.46,132797.39,Yes,126369.68,1294.02,0.38,842,3.22,0.8548124075433018,Poor
47,Male,PhD,Self-employed,5316.58,1856.49,249454.14,Yes,361614.74,7486.58,1.41,750,3.91,0.3491887642055607,Average
22,Female,High School,Unemployed,4833.79,3454.51,343212.87,No,0.0,0.0,0.0,302,5.92,0.7146586839726178,Poor
19,Male,Bachelor,Employed,3232.64,2258.13,66975.93,Yes,289582.45,3971.95,1.23,754,1.73,0.6985405117798457,Average
29,Female,Bachelor,Self-employed,4773.62,3111.57,193780.63,Yes,320376.05,14238.27,2.98,611,3.38,0.6518260774841735,Average
42,Female,Bachelor,Employed,4515.29,3967.15,185486.53,Yes,476490.11,11991.31,2.66,653,3.42,0.8786035891382392,Poor
57,Male,Bachelor,Unemployed,1877.12,1201.02,45535.56,No,0.0,0.0,0.0,640,2.02,0.6398205762018412,Average
55,Female,Bachelor,Employed,5685.99,3056.84,249106.47,No,0.0,0.0,0.0,543,3.65,0.5376091058900913,Poor
23,Male,Bachelor,Self-employed,4649.39,3679.7,418030.58,Yes,77594.78,638.55,0.14,358,7.49,0.791437156272113,Poor
18,Female,High School,Employed,3267.57,2290.32,172504.26,No,0.0,0.0,0.0,364,4.4,0.7009245402546846,Poor
48,Female,Master,Unemployed,4020.48,2489.03,243375.5,No,0.0,0.0,0.0,784,5.04,0.6190877706144541,Average
43,Other,High School,Employed,5926.44,1964.6,349072.91,No,0.0,0.0,0.0,502,4.91,0.3314974925925176,Poor
37,Female,High School,Self-employed,3273.44,1245.68,330769.96,No,0.0,0.0,0.0,571,8.42,0.3805415709467716,Poor
41,Female,PhD,Self-employed,7736.71,3571.06,156877.19,No,0.0,0.0,0.0,824,1.69,0.4615734595196149,Good
59,Male,Bachelor,Employed,2561.77,784.2,202821.41,No,0.0,0.0,0.0,752,6.6,0.3061164741565402,Good
32,Female,Master,Employed,1737.91,961.4,21211.13,Yes,125024.77,2578.22,1.48,652,1.02,0.5531932033304371,Average
44,Female,Bachelor,Employed,3264.83,1492.95,17257.25,Yes,292136.56,4032.45,1.24,543,0.44,0.4572826150213028,Poor
28,Female,PhD,Self-employed,3892.65,2328.45,269206.07,Yes,254127.68,2130.89,0.55,307,5.76,0.5981657739586143,Poor
24,Female,Bachelor,Student,1710.23,677.78,52727.08,No,0.0,0.0,0.0,722,2.57,0.3963092683440238,Average
46,Female,Bachelor,Student,4232.75,3080.2,100186.83,No,0.0,0.0,0.0,715,1.97,0.727706573740476,Average
67,Male,Other,Employed,5808.21,3336.59,20640.62,Yes,219701.84,18979.71,3.27,504,0.3,0.574460978511452,Poor
18,Male,Master,Student,2137.83,1468.67,47337.73,No,0.0,0.0,0.0,433,1.85,0.6869910142527704,Poor
32,Female,High School,Employed,4183.17,2550.82,264312.6,Yes,291652.77,3522.87,0.84,377,5.27,0.6097815771293063,Poor
53,Female,Master,Employed,2919.15,1400.5,118748.51,Yes,48518.81,1442.07,0.49,612,3.39,0.4797629446928044,Average
65,Male,Master,Student,8911.32,3935.42,52427.25,No,0.0,0.0,0.0,644,0.49,0.4416203211196546,Average
33,Male,High School,Employed,6401.74,2875.78,383413.94,Yes,123683.93,6313.74,0.99,581,4.99,0.4492184937220194,Poor
33,Female,Master,Employed,3065.58,1822.96,46844.95,No,0.0,0.0,0.0,649,1.27,0.5946541926813197,Average
24,Female,Bachelor,Employed,5083.23,2380.87,342249.86,No,0.0,0.0,0.0,710,5.61,0.4683773899666157,Average
26,Female,Master,Employed,4907.44,3872.71,502707.91,Yes,1141.1,26.39,0.01,494,8.54,0.7891507588477904,Poor
30,Other,PhD,Unemployed,3902.56,3247.35,377592.98,Yes,486130.55,43865.85,11.24,844,8.06,0.832107642163093,Poor
46,Male,Bachelor,Self-employed,2513.81,1671.04,99449.23,No,0.0,0.0,0.0,605,3.3,0.6647439543959169,Average
34,Female,High School,Employed,5776.2,3169.61,250555.63,No,0.0,0.0,0.0,503,3.61,0.5487361933451058,Poor
43,Female,Bachelor,Unemployed,2726.76,2149.42,53635.14,No,0.0,0.0,0.0,463,1.64,0.7882688612125746,Poor
40,Male,Master,Student,4602.77,1690.58,152754.49,Yes,343697.57,4467.03,0.97,697,2.77,0.3672962151052518,Average
22,Female,Master,Student,3294.44,1915.72,161759.67,Yes,477772.94,43736.31,13.28,429,4.09,0.581500953121016,Poor
69,Female,Bachelor,Employed,1523.49,531.61,129051.52,Yes,221219.57,4844.86,3.18,499,7.06,0.3489422313241307,Poor
39,Male,Master,Self-employed,4339.2,2746.19,136248.85,No,0.0,0.0,0.0,756,2.62,0.6328793325958703,Average
66,Male,Bachelor,Employed,2870.32,1394.93,136031.22,No,0.0,0.0,0.0,512,3.95,0.4859841411410574,Poor
25,Male,Bachelor,Employed,3522.71,2936.47,198711.91,No,0.0,0.0,0.0,357,4.7,0.8335826678892102,Poor
19,Female,Bachelor,Employed,3383.6,3023.69,329432.11,No,0.0,0.0,0.0,349,8.11,0.8936310438586121,Poor
66,Female,Master,Employed,5139.39,3013.62,461159.61,Yes,182113.93,959.25,0.19,527,7.48,0.5863769824823568,Poor
19,Male,High School,Employed,4048.85,3615.79,125140.72,No,0.0,0.0,0.0,749,2.58,0.8930412339306223,Poor
41,Female,Bachelor,Employed,2897.94,968.12,324819.34,Yes,366858.98,31589.42,10.9,302,9.34,0.3340717889259267,Poor
60,Other,Master,Employed,4252.21,2623.59,455197.71,Yes,77918.3,3776.15,0.89,805,8.92,0.6169944570000071,Average
30,Male,Bachelor,Employed,2241.97,1874.06,96590.6,No,0.0,0.0,0.0,518,3.59,0.8358987854431594,Poor
44,Female,Bachelor,Self-employed,6941.79,3746.22,303522.19,Yes,443696.1,5695.26,0.82,831,3.64,0.5396619603877386,Average
59,Male,Bachelor,Employed,2602.72,1139.33,23547.36,Yes,52312.98,1037.56,0.4,486,0.75,0.4377458966004795,Poor
68,Male,Bachelor,Self-employed,5537.86,2332.15,328217.44,Yes,51672.39,1693.16,0.31,397,4.94,0.4211283781099558,Poor
64,Male,High School,Self-employed,1961.82,1635.31,169817.42,Yes,336093.48,5181.8,2.64,551,7.21,0.8335678094830311,Poor
68,Female,High School,Employed,500.0,311.85,6662.97,Yes,16280.86,230.58,0.46,435,1.11,0.6237,Poor
40,Female,Master,Employed,3031.46,1961.7,72002.13,No,0.0,0.0,0.0,469,1.98,0.6471139319008002,Poor
42,Male,Bachelor,Employed,2654.0,1285.53,110340.54,Yes,214195.94,9342.49,3.52,524,3.46,0.4843745290128108,Poor
54,Male,Bachelor,Employed,1276.27,447.9,13276.41,No,0.0,0.0,0.0,461,0.87,0.3509445493508427,Poor
20,Male,Bachelor,Employed,4925.19,1529.28,206564.49,No,0.0,0.0,0.0,494,3.5,0.3105017268369342,Poor
49,Female,Master,Employed,1234.49,633.44,54161.67,Yes,475885.62,9480.19,7.68,515,3.66,0.5131187777948789,Poor
57,Female,High School,Employed,2261.53,1662.54,180802.04,No,0.0,0.0,0.0,827,6.66,0.7351394852157609,Average
47,Male,Master,Employed,7584.69,4435.36,101133.49,Yes,422812.59,4681.36,0.62,647,1.11,0.5847780199322583,Average
25,Female,Other,Self-employed,1867.98,964.56,105231.67,No,0.0,0.0,0.0,538,4.69,0.5163652715767835,Poor
32,Female,High School,Self-employed,5697.06,4711.67,29157.27,No,0.0,0.0,0.0,325,0.43,0.827035348056717,Poor
47,Female,Master,Employed,3971.67,2125.28,189238.85,No,0.0,0.0,0.0,418,3.97,0.5351099159799279,Poor
51,Female,Master,Employed,2368.45,713.39,185531.39,No,0.0,0.0,0.0,780,6.53,0.3012054297114147,Good
27,Male,Bachelor,Employed,3365.29,2769.85,357059.23,No,0.0,0.0,0.0,393,8.84,0.8230642827215485,Poor
18,Female,Bachelor,Self-employed,2120.86,960.72,142662.76,No,0.0,0.0,0.0,395,5.61,0.4529860528276265,Poor
29,Male,High School,Employed,4386.04,2374.66,29238.15,Yes,32534.57,616.98,0.14,444,0.56,0.5414132110058275,Poor
57,Female,Master,Student,3715.86,1295.81,112850.03,No,0.0,0.0,0.0,792,2.53,0.3487241177008821,Good
61,Female,PhD,Self-employed,4166.92,1928.49,314486.25,No,0.0,0.0,0.0,600,6.29,0.4628094611847599,Average
22,Female,Bachelor,Employed,6192.24,3432.5,205574.75,Yes,45346.09,4268.62,0.69,621,2.77,0.5543228298644756,Average
29,Female,Master,Employed,4726.3,2657.16,249216.0,No,0.0,0.0,0.0,372,4.39,0.5622072234094323,Poor
37,Male,Bachelor,Unemployed,4057.62,1225.13,169049.76,No,0.0,0.0,0.0,525,3.47,0.3019331529320144,Poor
53,Female,High School,Employed,4742.36,2051.29,329908.42,No,0.0,0.0,0.0,568,5.8,0.432546242798944,Poor
44,Male,Bachelor,Employed,2061.41,1001.71,240597.12,No,0.0,0.0,0.0,561,9.73,0.4859343847172567,Poor
60,Male,Bachelor,Employed,2054.09,1840.94,106570.92,Yes,397279.49,12603.14,6.14,810,4.32,0.8962314212132866,Poor
39,Female,Bachelor,Self-employed,4521.46,1622.52,511641.98,No,0.0,0.0,0.0,483,9.43,0.3588486904672384,Poor
26,Female,Other,Employed,2959.94,1266.72,156809.6,Yes,409376.88,8031.49,2.71,831,4.41,0.427954620701771,Average
52,Male,Master,Employed,4904.92,3463.98,15115.74,No,0.0,0.0,0.0,596,0.26,0.7062255857384014,Poor
53,Female,Bachelor,Employed,2922.47,2186.67,92137.88,No,0.0,0.0,0.0,410,2.63,0.748226671274641,Poor
39,Male,Bachelor,Employed,1152.77,829.89,137674.57,Yes,282418.0,4206.82,3.65,622,9.95,0.7199094355335409,Average
54,Female,Bachelor,Employed,4372.47,2968.13,398467.17,No,0.0,0.0,0.0,469,7.59,0.6788222675055517,Poor
63,Male,Master,Employed,696.87,617.92,46888.58,Yes,415313.31,3251.91,4.67,681,5.61,0.886707707319873,Poor
60,Female,Master,Employed,2558.47,781.47,72283.38,No,0.0,0.0,0.0,717,2.35,0.3054442694266495,Average
63,Male,Master,Self-employed,1468.42,631.63,96344.57,No,0.0,0.0,0.0,751,5.47,0.4301426022527614,Good
22,Female,Master,Employed,4908.61,2719.27,400392.09,No,0.0,0.0,0.0,838,6.8,0.553979639857312,Good
57,Male,Master,Employed,4103.16,3211.53,194306.28,No,0.0,0.0,0.0,822,3.95,0.7826967507969468,Average
24,Male,Master,Unemployed,5117.73,2996.0,490934.05,Yes,86573.62,1939.22,0.38,643,7.99,0.5854157995830183,Average
53,Female,High School,Self-employed,6314.79,2001.8,498651.46,Yes,269438.8,26111.99,4.14,759,6.58,0.3170018322066134,Average
67,Male,Master,Self-employed,5142.97,2397.03,40908.05,Yes,61014.79,1166.39,0.23,605,0.66,0.4660789388232869,Average
29,Female,High School,Employed,2796.3,2091.82,245599.39,No,0.0,0.0,0.0,508,7.32,0.7480670886528628,Poor
39,Male,Bachelor,Employed,3847.49,2707.81,371176.17,No,0.0,0.0,0.0,722,8.04,0.7037861047072247,Average
58,Female,Master,Employed,5028.02,3131.2,107653.6,No,0.0,0.0,0.0,440,1.78,0.622750108392568,Poor
20,Other,Bachelor,Employed,6186.48,5508.93,189290.83,Yes,133795.18,3698.32,0.6,444,2.55,0.8904789153121,Poor
63,Female,Master,Unemployed,1484.58,999.55,23999.69,No,0.0,0.0,0.0,538,1.35,0.6732880680057659,Poor
34,Male,High School,Self-employed,2083.07,665.54,26744.62,No,0.0,0.0,0.0,510,1.07,0.319499584747512,Poor
63,Male,High School,Employed,5124.58,1924.15,143430.01,Yes,432356.77,3432.98,0.67,446,2.33,0.3754746730463765,Poor
20,Male,Bachelor,Self-employed,2281.83,1701.88,108140.55,No,0.0,0.0,0.0,490,3.95,0.7458399617850585,Poor
27,Female,Bachelor,Employed,4051.15,2467.01,244825.11,No,0.0,0.0,0.0,720,5.04,0.6089653555163349,Average
54,Female,Master,Self-employed,1024.71,527.97,67214.02,No,0.0,0.0,0.0,360,5.47,0.5152384577099862,Poor
28,Other,Bachelor,Employed,7415.98,2690.4,23345.73,No,0.0,0.0,0.0,503,0.26,0.3627841499033169,Poor
47,Female,PhD,Employed,2602.87,1834.88,150204.25,Yes,358056.0,4025.28,1.55,715,4.81,0.7049449261776425,Average
64,Female,Bachelor,Unemployed,725.72,287.27,26261.25,Yes,187335.42,1880.94,2.59,569,3.02,0.3958413713277848,Poor
49,Female,High School,Student,4217.17,3101.65,49081.92,No,0.0,0.0,0.0,369,0.97,0.7354813773217584,Poor
34,Other,Bachelor,Unemployed,4454.04,1803.38,446046.83,No,0.0,0.0,0.0,763,8.35,0.4048863503695522,Good
48,Male,Bachelor,Unemployed,5877.02,4369.2,311960.06,No,0.0,0.0,0.0,390,4.42,0.7434380008916083,Poor
24,Female,Bachelor,Employed,5370.87,3033.31,48582.21,No,0.0,0.0,0.0,470,0.75,0.5647706982295233,Poor
68,Male,Bachelor,Self-employed,3046.66,2585.64,202052.73,Yes,428619.08,7737.64,2.54,693,5.53,0.8486801940485647,Poor
30,Male,Master,Employed,5422.64,2837.37,483924.27,Yes,175250.84,2279.14,0.42,363,7.44,0.5232451352108936,Poor
62,Female,Bachelor,Employed,4317.31,1636.94,362470.33,No,0.0,0.0,0.0,797,7.0,0.3791573919871401,Good
18,Female,Bachelor,Self-employed,4144.12,2868.47,300761.23,No,0.0,0.0,0.0,823,6.05,0.6921783152997499,Average
59,Male,Master,Self-employed,2559.91,1508.17,141173.36,No,0.0,0.0,0.0,493,4.6,0.5891496185412769,Poor
42,Female,Bachelor,Self-employed,5567.68,4669.19,196372.01,Yes,412687.67,35085.66,6.3,607,2.94,0.8386239870107476,Poor
43,Female,Bachelor,Employed,3869.84,2300.52,188850.27,No,0.0,0.0,0.0,429,4.07,0.5944741901473962,Poor
63,Female,Master,Self-employed,6720.59,3577.14,560732.76,No,0.0,0.0,0.0,799,6.95,0.5322657683328398,Good
28,Male,Other,Student,5200.08,4623.47,532319.83,No,0.0,0.0,0.0,839,8.53,0.8891151674589622,Poor
59,Male,Master,Employed,1373.68,721.73,133544.66,Yes,323154.33,15544.59,11.32,400,8.1,0.5253989284258342,Poor
67,Other,Bachelor,Employed,2793.81,2487.66,160370.48,No,0.0,0.0,0.0,630,4.78,0.8904184608115798,Poor
29,Male,Bachelor,Employed,1587.85,1275.21,114134.36,Yes,70027.46,2254.33,1.42,395,5.99,0.803104827282174,Poor
67,Female,Master,Employed,5634.5,3721.48,665216.6,No,0.0,0.0,0.0,791,9.84,0.6604809654805218,Average
31,Male,High School,Employed,500.0,189.54,17079.39,Yes,411397.18,9747.45,19.49,524,2.85,0.37908,Poor
50,Male,Master,Self-employed,4548.91,3225.35,190017.64,No,0.0,0.0,0.0,558,3.48,0.7090379893205185,Poor
38,Female,Master,Employed,5296.29,4706.33,124360.72,No,0.0,0.0,0.0,532,1.96,0.8886088186258683,Poor
18,Other,PhD,Student,4244.39,2530.72,109748.62,No,0.0,0.0,0.0,359,2.15,0.596250580177599,Poor
25,Male,Bachelor,Student,1398.6,924.84,15614.5,Yes,255653.37,5312.32,3.8,403,0.93,0.6612612612612613,Poor
45,Male,Bachelor,Employed,4985.0,3596.6,372582.13,Yes,317928.16,3360.25,0.67,452,6.23,0.7214844533600803,Poor
31,Male,Master,Self-employed,7645.02,4825.03,692610.22,No,0.0,0.0,0.0,785,7.55,0.6311337315010294,Average
41,Male,Bachelor,Employed,965.62,522.54,113661.44,Yes,281675.43,7311.47,7.57,408,9.81,0.5411445496157908,Poor
38,Male,High School,Employed,3827.22,2263.49,322035.46,Yes,348278.98,7319.61,1.91,701,7.01,0.5914188366490559,Average
24,Female,High School,Self-employed,6363.63,4328.41,729716.94,Yes,287233.48,4102.52,0.64,697,9.56,0.6801793944651087,Average
64,Male,Other,Self-employed,2290.57,1527.92,217521.6,No,0.0,0.0,0.0,320,7.91,0.6670479400323936,Poor
55,Male,High School,Self-employed,3428.78,1472.48,63201.54,No,0.0,0.0,0.0,336,1.54,0.4294472086281418,Poor
59,Male,Bachelor,Self-employed,4437.05,3106.63,19971.9,Yes,52010.21,2119.42,0.48,759,0.38,0.7001566356024836,Average
23,Female,Master,Employed,4713.57,1572.09,98985.3,No,0.0,0.0,0.0,532,1.75,0.3335242714121144,Poor
62,Male,Bachelor,Self-employed,9279.14,4439.85,182960.19,Yes,234424.14,2747.3,0.3,429,1.64,0.4784764536368673,Poor
33,Male,Master,Employed,2093.24,1251.37,190476.99,Yes,228833.61,19406.83,9.27,458,7.58,0.5978148707267203,Poor
54,Female,Bachelor,Employed,4138.08,2153.62,399227.67,Yes,364729.81,8093.09,1.96,300,8.04,0.5204394308471562,Poor
67,Male,High School,Unemployed,4358.8,1534.4,227986.16,No,0.0,0.0,0.0,574,4.36,0.3520234927044141,Poor
57,Female,Bachelor,Student,6580.33,3505.2,775646.02,Yes,322657.07,27807.03,4.23,464,9.82,0.5326784522964654,Poor
42,Female,High School,Employed,2726.19,1456.82,248459.23,No,0.0,0.0,0.0,793,7.59,0.5343794819876824,Good
40,Male,High School,Student,5688.4,5004.63,10271.28,Yes,52811.19,2394.29,0.42,492,0.15,0.8797957246325857,Poor
35,Male,Master,Employed,3288.02,1916.33,334547.04,Yes,173080.08,4200.23,1.28,578,8.48,0.5828218806454948,Poor
42,Female,Master,Employed,500.0,327.42,18685.31,Yes,487603.72,19815.08,39.63,826,3.11,0.65484,Average
30,Male,High School,Employed,6628.98,5820.53,220055.67,Yes,283582.07,4357.63,0.66,311,2.77,0.8780430775172048,Poor
65,Female,High School,Employed,6086.03,2601.91,131183.07,No,0.0,0.0,0.0,546,1.8,0.4275217177700405,Poor
54,Male,Master,Unemployed,3830.36,3269.59,349481.37,No,0.0,0.0,0.0,440,7.6,0.8535986173623367,Poor
53,Male,Bachelor,Employed,1446.91,1025.71,155465.26,Yes,397692.42,16769.6,11.59,619,8.95,0.708896890615173,Average
23,Female,Master,Employed,3228.45,1753.39,356338.44,Yes,392955.61,37062.71,11.48,722,9.2,0.5431058247765956,Average
54,Female,High School,Employed,2545.23,877.2,63150.04,Yes,153637.66,1579.68,0.62,641,2.07,0.3446446882992893,Average
48,Male,Master,Self-employed,4879.1,3106.3,581830.63,Yes,38614.56,577.67,0.12,487,9.94,0.6366543009981349,Poor
62,Male,Bachelor,Self-employed,5236.27,3874.85,315602.94,Yes,374551.38,33409.99,6.38,659,5.02,0.7400019479514998,Average
31,Male,Bachelor,Employed,5859.83,2801.99,511421.02,No,0.0,0.0,0.0,423,7.27,0.4781691619040142,Poor
38,Male,Bachelor,Employed,3398.69,2692.01,197956.1,No,0.0,0.0,0.0,364,4.85,0.7920728280602233,Poor
43,Male,Other,Employed,6031.96,3260.57,114240.92,No,0.0,0.0,0.0,682,1.58,0.5405490089456827,Average
34,Female,Bachelor,Employed,7179.27,5978.34,527150.14,Yes,293757.18,6166.38,0.86,553,6.12,0.8327225469999039,Poor
24,Male,High School,Unemployed,5283.63,3598.57,580246.16,No,0.0,0.0,0.0,411,9.15,0.6810791065990617,Poor
62,Male,Master,Student,5146.51,1768.48,270718.73,No,0.0,0.0,0.0,784,4.38,0.3436270404604285,Good
52,Male,High School,Employed,1973.16,1682.06,215915.04,No,0.0,0.0,0.0,800,9.12,0.8524701494050152,Poor
61,Male,High School,Employed,500.0,350.04,38308.22,No,0.0,0.0,0.0,586,6.38,0.70008,Poor
56,Female,Master,Employed,2626.93,1111.74,267008.0,No,0.0,0.0,0.0,450,8.47,0.4232088407380479,Poor
51,Female,Master,Employed,4803.53,3805.01,91666.24,No,0.0,0.0,0.0,410,1.59,0.7921278726270057,Poor
46,Male,Master,Self-employed,2428.93,1586.05,180052.11,No,0.0,0.0,0.0,448,6.18,0.6529830007451841,Poor
35,Male,Bachelor,Employed,4770.39,4210.67,535366.25,No,0.0,0.0,0.0,621,9.35,0.8826678741151143,Poor
53,Female,PhD,Self-employed,3264.04,2035.76,47642.84,Yes,194944.32,3108.23,0.95,503,1.22,0.6236933370914572,Poor
50,Female,Bachelor,Employed,5432.67,2701.83,213565.41,No,0.0,0.0,0.0,620,3.28,0.4973300421339783,Average
44,Female,High School,Unemployed,4289.62,3158.67,33976.78,No,0.0,0.0,0.0,538,0.66,0.7363519379338963,Poor
49,Female,Master,Student,5851.48,3349.36,598222.1,No,0.0,0.0,0.0,370,8.52,0.572395359806408,Poor
21,Male,Bachelor,Employed,1942.68,714.28,104701.08,No,0.0,0.0,0.0,637,4.49,0.3676776411966973,Average
32,Male,Master,Self-employed,2602.8,1235.98,299855.78,Yes,14159.88,582.8,0.22,378,9.6,0.4748655294298448,Poor
30,Female,Other,Self-employed,3081.46,2457.95,26964.59,No,0.0,0.0,0.0,531,0.73,0.7976576038631038,Poor
48,Female,Other,Employed,3334.72,2193.94,56776.1,No,0.0,0.0,0.0,738,1.42,0.6579083101429806,Average
36,Male,High School,Employed,3590.34,1254.41,290137.68,Yes,163745.56,1898.75,0.53,443,6.73,0.349384737935683,Poor
21,Female,Master,Unemployed,2936.22,2562.74,214587.93,Yes,261751.24,2201.74,0.75,621,6.09,0.8728024466831504,Poor
35,Female,High School,Employed,5202.19,2474.22,328200.57,No,0.0,0.0,0.0,489,5.26,0.4756112329615027,Poor
66,Male,PhD,Self-employed,5475.84,2045.04,334612.48,No,0.0,0.0,0.0,520,5.09,0.3734659887798036,Poor
68,Male,High School,Student,3170.94,1686.53,10774.5,No,0.0,0.0,0.0,685,0.28,0.5318706755725432,Average
43,Male,Master,Employed,4245.51,2842.98,84884.33,Yes,77267.12,2218.34,0.52,310,1.67,0.6696439297045584,Poor
48,Female,High School,Student,4258.96,2917.55,259734.21,No,0.0,0.0,0.0,588,5.08,0.6850381313747957,Poor
24,Female,Master,Unemployed,5323.96,4332.2,198688.41,No,0.0,0.0,0.0,667,3.11,0.8137176086972855,Poor
68,Female,Bachelor,Employed,5250.37,2111.77,161430.72,No,0.0,0.0,0.0,360,2.56,0.4022135582825591,Poor
46,Female,PhD,Employed,2237.44,824.54,163292.9,Yes,379614.09,3910.59,1.75,510,6.08,0.3685193792906178,Poor
66,Female,Master,Employed,1116.55,986.56,108113.44,No,0.0,0.0,0.0,420,8.07,0.8835788813756661,Poor
61,Female,Bachelor,Unemployed,4526.17,3723.19,439894.7,Yes,20017.47,113.34,0.03,405,8.1,0.8225917276637864,Poor
